Data__|;Data__|__Id;Data__|__CoinName;Data__|__Name;Data__|__Symbol;;Data__|__FullName;Data__|__Algorithm;Data__|__ProofType;Data__|__FullyPremined;Data__|__TotalCoinSupply;Data__|__PreMinedValue;Data__|__TotalCoinsFreeFloat;Data__|__SortOrder;Data__|__Sponsored;Type
IOT;127356;IOTA;IOT;IOT;;IOTA (IOT);N/A;Tangle;1;2779530283;N/A;N/A;1247;False;
XUC;184221;Exchange Union;XUC;XUC;;Exchange Union (XUC);N/A;N/A;0;3000000000;N/A;N/A;1342;False;
STALIN;49605;StalinCoin;STALIN;STALIN;;StalinCoin (STALIN);X11;PoW/PoS;0;3000000000;N/A;N/A;1114;False;
SPEC;8716;SpecCoin;SPEC;SPEC;;SpecCoin (SPEC);Scrypt;PoW;0;3000000000;N/A;N/A;453;False;
DAT;335505;Datum;DAT;DAT;;Datum (DAT);N/A;N/A;0;3000000000;N/A;N/A;1667;False;
SCN;28880;Swiscoin;SCN;SCN;;Swiscoin (SCN);Scrypt;PoW/PoW;0;3100000000;N/A;N/A;781;False;
CIR;43598;CircuitCoin;CIR;CIR;;CircuitCoin (CIR);SHA256D;PoW/PoS;0;3125000000;N/A;N/A;1074;False;
POE;188811;Po.et;POE;POE;;Po.et (POE);N/A;N/A;0;3141592653;N/A;N/A;1373;False;
PUPA;78172;PupaCoin;PUPA;PUPA;;PupaCoin (PUPA);Blake2S;PoW/PoS;0;3500000000;N/A;N/A;1217;False;
TELL;28172;Tellurion;TELL;TELL;;Tellurion (TELL);X11;PoW/PoS;0;3652422000;N/A;N/A;742;False;
RCX;20218;RedCrowCoin;RCX;RCX;;RedCrowCoin (RCX);Scrypt;PoW/PoS;0;3966666667;N/A;N/A;520;False;
BIGUP;20819;BigUp;BIGUP;BIGUP;;BigUp (BIGUP);N/A;PoS;1;4000000000;N/A;N/A;574;False;
EB3;59968;EB3coin;EB3;EB3;;EB3coin (EB3);Scrypt;PoW;0;4000000000;N/A;N/A;1157;False;
UFO;5355;UFO Coin;UFO;UFO;;UFO Coin (UFO);NeoScrypt;PoW;0;4000000000;N/A;N/A;323;False;
ACID;39700;AcidCoin;ACID;ACID;;AcidCoin (ACID);SHA256;PoW;0;4500000000;N/A;N/A;1016;False;
MUU;84247;MilkCoin;MUU;MUU;;MilkCoin (MUU);SHA256;PoW/PoS ;0;4500000000;N/A;N/A;1227;False;
BOMB;42110;BombCoin;BOMB;BOMB;;BombCoin (BOMB);Scrypt;PoW/PoS;0;4516129032;N/A;N/A;1049;False;
XPS;105220;PoisonIvyCoin;XPS;XPS;;PoisonIvyCoin (XPS);Scrypt;PoW/PoS;0;4666666667;N/A;N/A;1235;False;
BTMI;5404;BitMiles;BTMI;BTMI;;BitMiles (BTMI);Scrypt;PoW;0;4832660000;N/A;N/A;372;False;
NEF;112405;NefariousCoin;NEF;NEF;;NefariousCoin (NEF);Scrypt;PoW/PoS;0;4835000000;N/A;N/A;1243;False;
LYC;4557;LycanCoin;LYC;LYC;;LycanCoin (LYC);Scrypt;PoW;0;4950000000;N/A;N/A;153;False;
SMART;199901;SmartCash;SMART;SMART;;SmartCash (SMART);Keccak;PoW;0;5000000000;N/A;N/A;1418;False;
HMP;20655;HempCoin;HMP;HMP;;HempCoin (HMP);Scrypt-n;PoW;0;5000000000;N/A;N/A;551;False;
ARI*;235221;BeckSang;ARI*;ARI*;;BeckSang (ARI*);N/A;N/A;0;5000000000;N/A;N/A;1506;False;
BTCL;29370;BitluckCoin;BTCL;BTCL;;BitluckCoin (BTCL);Scrypt;PoS;0;5000000000;N/A;N/A;804;False;
RCN*;29374;RCoin;RCN*;RCN*;;RCoin (RCN*);SHA256;N/A;0;5000000000;N/A;N/A;805;False;
BTLC;33522;BitLuckCoin;BTLC;BTLC;;BitLuckCoin (BTLC);PoS;PoS;0;5000000000;N/A;N/A;912;False;
BOSON;33869;BosonCoin;BOSON;BOSON;;BosonCoin (BOSON);X11;PoW/PoS;0;5000000000;N/A;N/A;919;False;
JOK;42101;JokerCoin;JOK;JOK;;JokerCoin (JOK);Scrypt;PoW/PoS;0;5000000000;N/A;N/A;1046;False;
TAP;81403;TappingCoin;TAP;TAP;;TappingCoin (TAP);X11;Pow/PoS;0;5000000000;N/A;N/A;1224;False;
ZSC;341328;Zeusshield;ZSC;ZSC;;Zeusshield (ZSC);N/A;N/A;0;5642500000;N/A;N/A;1710;False;
VEE;306482;BLOCKv;VEE;VEE;;BLOCKv (VEE);N/A;N/A;0;6428571429;N/A;N/A;1586;False;
NPC;34491;NPCcoin;NPC;NPC;;NPCcoin (NPC);SHA256D;PoW/PoS;0;7000000000;N/A;N/A;939;False;
BLC;5362;BlakeCoin;BLC;BLC;;BlakeCoin (BLC);Blake;PoW;0;7000000000;N/A;N/A;330;False;
STORM;186875;Storm;STORM;STORM;;Storm (STORM);N/A;N/A;0;7500000000;N/A;N/A;1357;False;
MG;29001;Mind Gene;MG;MG;;Mind Gene (MG);SHA256;PoW/PoS;0;7500000000;N/A;N/A;788;False;
LANA;30544;LanaCoin;LANA;LANA;;LanaCoin (LANA);SHA256D;PoW/PoS;0;7506000000;N/A;N/A;867;False;
TAK;4620;TakCoin;TAK;TAK;;TakCoin (TAK);SHA256;PoW/PoS;0;7515187520;N/A;N/A;214;False;
KNC*;20211;Khancoin;KNC*;KNC*;;Khancoin (KNC*);X11;Pow/PoS;0;7850291561;N/A;N/A;515;False;
BXC;45031;Bitcedi;BXC;BXC;;Bitcedi (BXC);CryptoNight;PoW;0;8589869056;N/A;N/A;1093;False;
XDN;5282;DigitalNote ;XDN;XDN;;DigitalNote  (XDN);CryptoNight;PoW;0;8589869056;N/A;N/A;251;False;
FIT;29133;Fitcoin;FIT;FIT;;Fitcoin (FIT);X11;PoW/PoS;0;8880000000;N/A;N/A;794;False;
XEM;5285;NEM;XEM;XEM;;NEM (XEM);N/A;PoI;0;8999999999;N/A;N/A;254;False;
LFC;30388;BigLifeCoin;LFC;LFC;;BigLifeCoin (LFC);X11;PoW;0;9900000000;N/A;N/A;857;False;
ACT;177157;ACT;ACT;ACT;;ACT (ACT);N/A;N/A;0;10000000000;N/A;N/A;1293;False;
ROOTS;194906;RootProject;ROOTS;ROOTS;;RootProject (ROOTS);N/A;N/A;1;10000000000;N/A;N/A;1393;False;
CGA;20911;Cryptographic Anomaly;CGA;CGA;;Cryptographic Anomaly (CGA);Scrypt;PoW;0;10000000000;N/A;N/A;588;False;
NYC;247232;NewYorkCoin;NYC;NYC;;NewYorkCoin (NYC);Scrypt;PoW;0;10000000000;N/A;N/A;1532;False;
GAY;28431;GayCoin;GAY;GAY;;GayCoin (GAY);X11;PoW/PoS;0;10000000000;N/A;N/A;765;False;
FJC;29935;FujiCoin;FJC;FJC;;FujiCoin (FJC);Scrypt-n;N/A;0;10000000000;N/A;N/A;828;False;
IFLT;32775;InflationCoin;IFLT;IFLT;;InflationCoin (IFLT);X11;PoW/PoS;0;10000000000;N/A;N/A;886;False;
VRS;33399;Veros;VRS;VRS;;Veros (VRS);N/A;N/A;0;10000000000;N/A;N/A;907;False;
KLC;33405;KiloCoin;KLC;KLC;;KiloCoin (KLC);Scrypt;PoW;0;10000000000;N/A;N/A;910;False;
QORA;5314;QoraCoin;QORA;QORA;;QoraCoin (QORA);N/A;PoS;0;10000000000;N/A;N/A;283;False;
GRE;5375;GreenCoin;GRE;GRE;;GreenCoin (GRE);Scrypt;PoW;0;10000000000;N/A;N/A;343;False;
BQ;340125;Bitqy;BQ;BQ;;Bitqy (BQ);N/A;N/A;0;10000000000;N/A;N/A;1699;False;
UP;347247;UpToken;UP;UP;;UpToken (UP);N/A;N/A;0;10000000000;N/A;N/A;1730;False;
AR;306304;Cappasity;AR;AR;;Cappasity (AR);N/A;N/A;0;10000000000;N/A;N/A;1585;False;
ATM*;368694;ATMChain;ATM*;ATM*;;ATMChain (ATM*);N/A;N/A;0;10000000000;N/A;N/A;1777;False;
XHI;20202;HiCoin;XHI;XHI;;HiCoin (XHI);Scrypt;PoS;0;10008835635;N/A;N/A;512;False;
SOJ;237385;Sojourn Coin;SOJ;SOJ;;Sojourn Coin (SOJ);Scrypt;PoW;0;10500000000;N/A;N/A;1512;False;
ADC;6108;AudioCoin;ADC;ADC;;AudioCoin (ADC);Scrypt;PoW/PoS;0;10500000000;N/A;N/A;395;False;
EAC;4437;EarthCoin;EAC;EAC;;EarthCoin (EAC);Scrypt;PoW;0;13500000000;N/A;N/A;103;False;
NOBL;4577;NobleCoin;NOBL;NOBL;;NobleCoin (NOBL);Scrypt;PoW;0;15000000000;N/A;N/A;173;False;
SAT2;4598;Saturn2Coin;SAT2;SAT2;;Saturn2Coin (SAT2);Scrypt;PoW;0;15000000000;N/A;N/A;194;False;
CARBON;21382;Carboncoin;CARBON;CARBON;;Carboncoin (CARBON);Scrypt;PoW;0;16000000000;N/A;N/A;614;False;
DOGED;17549;DogeCoinDark;DOGED;DOGED;;DogeCoinDark (DOGED);Scrypt;PoW;0;16500000000;N/A;N/A;496;False;
FUN;178978;FunFair;FUN;FUN;;FunFair (FUN);N/A;N/A;0;17173696076;N/A;N/A;1304;False;
JOBS;29762;JobsCoin;JOBS;JOBS;;JobsCoin (JOBS);X11;PoW/PoS;0;20000000000;N/A;N/A;823;False;
VTA;20680;VirtaCoin;VTA;VTA;;VirtaCoin (VTA);Scrypt;PoW;0;21000000000;N/A;N/A;556;False;
DVC;4436;DevCoin;DVC;DVC;;DevCoin (DVC);SHA256;PoW;0;21000000000;N/A;N/A;102;False;
XUC*;299774;UCash;XUC*;XUC*;;UCash (XUC*);N/A;N/A;0;21000000000;N/A;N/A;1569;False;
DGB;4430;DigiByte;DGB;DGB;;DigiByte (DGB);Multiple;PoW;0;21000000000;N/A;N/A;11;False;
COLX;20903;ColossusCoinXT;COLX;COLX;;ColossusCoinXT (COLX);X11;PoS;0;21000000000;N/A;N/A;582;False;
BTCZ;327184;BitcoinZ;BTCZ;BTCZ;;BitcoinZ (BTCZ);Equihash;PoW;0;21000000000;N/A;N/A;1647;False;
DIEM;20213;CarpeDiemCoin;DIEM;DIEM;;CarpeDiemCoin (DIEM);SHA256;PoW;0;21626280000;N/A;N/A;517;False;
ECC;129013;E-CurrencyCoin;ECC;ECC;;E-CurrencyCoin (ECC);Scrypt;PoW/PoS;0;25000000000;N/A;N/A;1250;False;
WRT;299811;WRTcoin;WRT;WRT;;WRTcoin (WRT);X11;PoW;0;25000000000;N/A;N/A;1570;False;
WOMEN;348068;WomenCoin;WOMEN;WOMEN;;WomenCoin (WOMEN);Scrypt;PoW/PoS;0;25000000000;N/A;N/A;1732;False;
HTC;20153;Hitcoin;HTC;HTC;;Hitcoin (HTC);X11;PoW/PoS;0;26550000000;N/A;N/A;508;False;
RDD;4592;ReddCoin;RDD;RDD;;ReddCoin (RDD);Scrypt;PoW/PoS;0;27500000000;N/A;N/A;188;False;
PBC;22171;PabyosiCoin;PBC;PBC;;PabyosiCoin (PBC);X11;PoW/PoS;0;31500000000;N/A;N/A;638;False;
PCS;32686;Pabyosi Coin;PCS;PCS;;Pabyosi Coin (PCS);X11;PoW/PoS;0;31500000000;N/A;N/A;881;False;
PND;37366;PandaCoin;PND;PND;;PandaCoin (PND);Scrypt;PoS;0;32514916898;N/A;N/A;993;False;
LDOGE;5339;LiteDoge;LDOGE;LDOGE;;LiteDoge (LDOGE);Scrypt;PoW/PoS;0;35000000000;N/A;N/A;307;False;
XRP;5031;Ripple;XRP;XRP;;Ripple (XRP);N/A;N/A;1;38305873865;N/A;N/A;12;False;
VPRC;20718;VapersCoin;VPRC;VPRC;;VapersCoin (VPRC);Scrypt;PoW;0;42750000000;N/A;N/A;562;False;
ADA;321992;Cardano;ADA;ADA;;Cardano (ADA);Ouroboros;PoS;0;45000000000;N/A;N/A;1635;False;
LINDA;196541;Linda;LINDA;LINDA;;Linda (LINDA);Scrypt;PoW/PoS;0;50000000000;N/A;N/A;1388;False;
PAYP;40842;PayPeer;PAYP;PAYP;;PayPeer (PAYP);X11;PoW/PoS;0;50000000000;N/A;N/A;1023;False;
SMLY;8694;SmileyCoin;SMLY;SMLY;;SmileyCoin (SMLY);Scrypt;PoW;0;50000000000;N/A;N/A;450;False;
ESP;130951;Espers;ESP;ESP;;Espers (ESP);HMQ1725;PoW/PoS;0;50000000000;N/A;N/A;1254;False;
HILL;30359;President Clinton;HILL;HILL;;President Clinton (HILL);N/A;N/A;0;57968072167;N/A;N/A;847;False;
PRES;42841;President Trump;PRES;PRES;;President Trump (PRES);N/A;N/A;0;57968072167;N/A;N/A;1063;False;
PROC;71334;ProCurrency;PROC;PROC;;ProCurrency (PROC);SHA256;PoS;0;75000000000;N/A;N/A;1199;False;
DRM8;33524;Dream8Coin;DRM8;DRM8;;Dream8Coin (DRM8);Scrypt;PoW;0;88800000000;N/A;N/A;913;False;
HTML5;84752;HTML Coin;HTML5;HTML5;;HTML Coin (HTML5);X15;PoW/PoS;0;90000000000;N/A;N/A;1229;False;
1CR;5406;1Credit;1CR;1CR;;1Credit (1CR);Scrypt;PoW;0;92000000000;N/A;N/A;374;False;
SLR;5349;SolarCoin;SLR;SLR;;SolarCoin (SLR);Scrypt;PoW;0;98100000000;N/A;N/A;317;False;
ZEIT;20908;ZeitCoin;ZEIT;ZEIT;;ZeitCoin (ZEIT);PoS;PoS;0;99000000000;N/A;N/A;585;False;
NEU;13044;NeuCoin;NEU;NEU;;NeuCoin (NEU);N/A;PoS;0;1,00E+11;N/A;N/A;470;False;
BITCNY;28019;bitCNY;BITCNY;BITCNY;;bitCNY (BITCNY);N/A;N/A;1;1,00E+11;N/A;N/A;727;False;
BITUSD;28021;bitUSD;BITUSD;BITUSD;;bitUSD (BITUSD);N/A;N/A;0;1,00E+11;N/A;N/A;728;False;
TRX;310829;Tronix;TRX;TRX;;Tronix (TRX);N/A;N/A;0;1,00E+11;N/A;N/A;1600;False;
DOGE;4432;Dogecoin;DOGE;DOGE;;Dogecoin (DOGE);Scrypt;PoW;0;1,00E+11;N/A;N/A;8;False;
FLAP;4445;Flappy Coin;FLAP;FLAP;;Flappy Coin (FLAP);Scrypt;PoW;0;1,00E+11;N/A;N/A;111;False;
DENT;141331;Dent;DENT;DENT;;Dent (DENT);N/A;N/A;0;1,00E+11;N/A;N/A;1268;False;
HCC;30371;HappyCreatorCoin ;HCC;HCC;;HappyCreatorCoin  (HCC);Scrypt;PoW;0;1,00E+11;N/A;N/A;852;False;
XLM;4614;Stellar;XLM;XLM;;Stellar (XLM);N/A;N/A;0;1,01E+11;N/A;N/A;208;False;
UNC;8760;UnCoin;UNC;UNC;;UnCoin (UNC);X11;N/A;0;1,44E+11;N/A;N/A;455;False;
BCN;5280;ByteCoin;BCN;BCN;;ByteCoin (BCN);CryptoNight;PoW;0;1,84E+11;N/A;N/A;249;False;
GCN;199065;GCoin;GCN;GCN;;GCoin (GCN);Scrypt;PoW;0;2,00E+11;N/A;N/A;1413;False;
AIB;20806;AdvancedInternetBlock;AIB;AIB;;AdvancedInternetBlock (AIB);Scrypt;PoW;0;3,14E+11;N/A;N/A;571;False;
1337;20824;1337;1337;1337;;1337 (1337);X13;PoW/PoS;0;3,14E+11;N/A;N/A;577;False;
DTR;360063;Dynamic Trading Rights;DTR;DTR;;Dynamic Trading Rights (DTR);N/A;N/A;0;3,75E+11;N/A;N/A;1757;False;
MOON;4346;MoonCoin;MOON;MOON;;MoonCoin (MOON);Scrypt;PoW;0;3,84E+11;N/A;N/A;59;False;
DIME;21365;DimeCoin;DIME;DIME;;DimeCoin (DIME);Quark;PoW;0;4,60E+11;N/A;N/A;609;False;
FFC;4447;FireflyCoin;FFC;FFC;;FireflyCoin (FFC);SHA256;PoW;0;7,00E+11;N/A;N/A;113;False;
KIN;177918;Kin;KIN;KIN;;Kin (KIN);N/A;N/A;0;1,00E+12;N/A;N/A;1300;False;
MC;27594;Mass Coin;MC;MC;;Mass Coin (MC);N/A;N/A;0;1,00E+12;N/A;N/A;721;False;
DCN;218906;Dentacoin;DCN;DCN;;Dentacoin (DCN);N/A;N/A;0;8,00E+12;N/A;N/A;1453;False;
PAC;44003;PacCoin;PAC;PAC;;PacCoin (PAC);SHA256D;PoW;0;1,00E+14;N/A;N/A;1083;False;
PZM;77306;Prizm;PZM;PZM;;Prizm (PZM);SHA256;PoS;0;6,00E+14;N/A;N/A;1214;False;
EDR;27634;E-Dinar Coin;EDR;EDR;;E-Dinar Coin (EDR);X11;DPoS;0;9,99E+14;N/A;N/A;722;False;
GBYTE;30736;Byteball;GBYTE;GBYTE;;Byteball (GBYTE);N/A;N/A;0;1,00E+15;N/A;N/A;871;False;
IFC;4539;Infinite Coin;IFC;IFC;;Infinite Coin (IFC);Scrypt;PoW;0;9,06E+18;N/A;N/A;135;False;
LBTC;247246;LiteBitcoin;LBTC;LBTC;;LiteBitcoin (LBTC);Scrypt;PoW;0;1,00E+19;N/A;N/A;1533;False;
OROC;180001;Orocrypt;OROC;OROC;;Orocrypt (OROC);N/A;N/A;0;?1112000;N/A;N/A;1318;False;
MLITE;49600;MeLite;MLITE;MLITE;;MeLite (MLITE);SHA256D;PoW/PoS;0;1.000.000;N/A;N/A;1113;False;
NBIT;32688;NetBit;NBIT;NBIT;;NetBit (NBIT);Scrypt;PoW/PoS;0;10.500.000;N/A;N/A;882;False;
GRT;20438;Grantcoin;GRT;GRT;;Grantcoin (GRT);SHA256;Pow;0;10031749627.87000084;N/A;N/A;535;False;
NTM;338156;NetM;NTM;NTM;;NetM (NTM);Scrypt;PoW;0;101318932073.89769;N/A;N/A;1678;False;
CAB;20212;CabbageUnit;CAB;CAB;;CabbageUnit (CAB);N/A;PoS;0;10499999.99999999;N/A;N/A;516;False;
INXT;344988;Internxt;INXT;INXT;;Internxt (INXT);N/A;N/A;0;1119294.5429;N/A;N/A;1716;False;
ETBS;188394;EthBits;ETB;ETBS;;EthBits (ETB);N/A;N/A;0;1298672.2166;N/A;N/A;1367;False;
FIND;48807;FindCoin;FIND;FIND;;FindCoin (FIND);X13;PoS;1;14524851.4827;N/A;N/A;1112;False;
BHC*;369029;BlackholeCoin;BHC*;BHC*;;BlackholeCoin (BHC*);Scrypt;PoW/PoS;0;14788275.991;N/A;N/A;1781;False;
CRPS;41590;CryptoPennies;CRPS;CRPS;;CryptoPennies (CRPS);X11;PoS;0;1593.15;N/A;N/A;1034;False;
BET*;177831;DAO.casino;BET*;BET*;;DAO.casino (BET*);N/A;N/A;0;167270820.6879;N/A;N/A;1298;False;
BQX;141464;Bitquence;BQX;BQX;;Bitquence (BQX);N/A;N/A;0;19461495.70166717;N/A;N/A;1269;False;
NMR;166594;Numerai;NMR;NMR;;Numerai (NMR);N/A;N/A;0;2,223,451;N/A;N/A;1276;False;
CND;338070;Cindicator;CND;CND;;Cindicator (CND);N/A;N/A;0;2000000004.6079;N/A;N/A;1676;False;
BIOS;20209;BiosCrypto;BIOS;BIOS;;BiosCrypto (BIOS);Quark;Pow/PoS;0;20190463.54969237;N/A;N/A;514;False;
PAY;45260;TenX;PAY;PAY;;TenX (PAY);N/A;N/A;1;205218255.948577763364408207;N/A;N/A;1098;False;
ICE;199004;iDice;ICE;ICE;;iDice (ICE);N/A;N/A;0;2071012.8129;N/A;N/A;1411;False;
IW;34334;iWallet;IW;IW;;iWallet (IW);X11;PoW/PoS;0;2142857142.86;N/A;N/A;934;False;
MAPC;12223;MapCoin;MAPC;MAPC;;MapCoin (MAPC);X11;PoS;0;2228921.184;N/A;N/A;467;False;
ALIS;331603;ALISmedia;ALIS;ALIS;;ALISmedia (ALIS);N/A;N/A;0;287604611.0864;N/A;N/A;1660;False;
XID;199026;Sphre AIR;XID;XID;;Sphre AIR (XID);N/A;N/A;0;30081573.5853 ;N/A;N/A;1412;False;
EMD;4441;Emerald;EMD;EMD;;Emerald (EMD);Scrypt;PoW;0;"31499000	";N/A;N/A;107;False;
MCO;166548;Monaco;MCO;MCO;;Monaco (MCO);N/A;N/A;0;31587682.3632061;N/A;N/A;1275;False;
VSL;32880;vSlice;VSL;VSL;;vSlice (VSL);N/A;N/A;1;33390496.0333756;N/A;N/A;892;False;
WTT;179109;Giga Watt;WTT;WTT;;Giga Watt (WTT);N/A;N/A;0;"34500000	";N/A;N/A;1307;False;
XEN;34324;XenixCoin;XEN;XEN;;XenixCoin (XEN);X11;PoW/PoS;1;3853326.77707314;N/A;N/A;932;False;
UET;191037;Useless Ethereum Token;UET;UET;;Useless Ethereum Token (UET);N/A;N/A;1;3965716.0979;N/A;N/A;1376;False;
BLX;241634;Blockchain Index;BLX;BLX;;Blockchain Index (BLX);N/A;N/A;0;44733.1079;N/A;N/A;1524;False;
KICK;202849;KickCoin;KICK;KICK;;KickCoin (KICK);N/A;N/A;0;457760867.8;N/A;N/A;1429;False;
ARC*;188615;ArcticCoin;ARC*;ARC*;;ArcticCoin (ARC*);X11;PoW;0;60.000.000;N/A;N/A;1370;False;
SNT;137013;Status Network Token;SNT;SNT;;Status Network Token (SNT);N/A;N/A;0;6804870174.878168246198837603;N/A;N/A;1264;False;
DICE;89572;Etheroll;DICE;DICE;;Etheroll (DICE);N/A;N/A;0;7001622.64;N/A;N/A;1231;False;
BAC;20348;BitalphaCoin;BAC;BAC;;BitalphaCoin (BAC);N/A;Pow;0;7850161887.50;N/A;N/A;532;False;
SNC;179926;SunContract;SNC;SNC;;SunContract (SNC);N/A;N/A;0;7994751.31;N/A;N/A;1312;False;
TAAS;66270;Token as a Service;TAAS;TAAS;;Token as a Service (TAAS);N/A;N/A;0;8146000.78;N/A;N/A;1183;False;
UNITY;20635;SuperNET;UNITY;UNITY;;SuperNET (UNITY);N/A;N/A;0;816060.9999;N/A;N/A;545;False;
CLUB;15869; ClubCoin;CLUB;CLUB;; ClubCoin (CLUB);Scrypt;PoW/PoS;0;81843455.18483748;N/A;N/A;482;False;
STEPS;20724;Steps;STEPS;STEPS;;Steps (STEPS);N/A;PoS;0;9243127.173;N/A;N/A;564;False;
LQD;22422;Liquid;LQD;LQD;;Liquid (LQD);N/A;N/A;0;99999.99;N/A;N/A;668;False;
F16;108099;F16Coin;F16;F16;;F16Coin (F16);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1240;False;
EXP;12194;Expanse;EXP;EXP;;Expanse (EXP);Ethash;PoW;0;N/A;N/A;N/A;465;False;
STA;150519;Starta;STA;STA;;Starta (STA);N/A;N/A;0;N/A;N/A;N/A;1270;False;
TFL;150545;True Flip Lottery;TFL;TFL;;True Flip Lottery (TFL);N/A;N/A;0;N/A;N/A;N/A;1271;False;
BST;15272;BitStone;BST;BST;;BitStone (BST);X11;PoW/PoS;0;N/A;N/A;N/A;477;False;
PXI;15274;Prime-X1;PXI;PXI;;Prime-X1 (PXI);X11;PoW;0;N/A;N/A;N/A;478;False;
AMS;15284;Amsterdam Coin;AMS;AMS;;Amsterdam Coin (AMS);Quark;PoW/PoS;0;N/A;N/A;N/A;480;False;
XTZ;166390;Tezos;XTZ;XTZ;;Tezos (XTZ);N/A;Delegated Proof of Stake;0;N/A;N/A;N/A;1273;False;
ECOB;171390;EcoBit;ECOB;ECOB;;EcoBit (ECOB);N/A;N/A;0;N/A;N/A;N/A;1279;False;
USDT;171986;Tether;USDT;USDT;;Tether (USDT);N/A;N/A;0;N/A;N/A;N/A;1281;False;
ATB;175618;ATB coin;ATB;ATB;;ATB coin (ATB);SHA256;PoW;0;N/A;N/A;N/A;1284;False;
HRB;176336;Harbour DAO;HRB;HRB;;Harbour DAO (HRB);N/A;N/A;0;N/A;N/A;N/A;1289;False;
SUR;177462;Suretly;SUR;SUR;;Suretly (SUR);N/A;N/A;1;N/A;N/A;N/A;1295;False;
MIV;177759;MakeItViral;MIV;MIV;;MakeItViral (MIV);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1297;False;
COR;179980;Corion;COR;COR;;Corion (COR);N/A;N/A;0;N/A;N/A;N/A;1316;False;
XRL;179990;Rialto.AI;XRL;XRL;;Rialto.AI (XRL);N/A;N/A;0;N/A;N/A;N/A;1317;False;
DP;182325;DigitalPrice;DP;DP;;DigitalPrice (DP);X11;PoW;0;N/A;N/A;N/A;1330;False;
MASS;184135;Mass.Cloud;MASS;MASS;;Mass.Cloud (MASS);N/A;N/A;0;N/A;N/A;N/A;1339;False;
IND;185953;Indorse;IND;IND;;Indorse (IND);N/A;N/A;0;N/A;N/A;N/A;1350;False;
TRIBE;186253;TribeToken;TRIBE;TRIBE;;TribeToken (TRIBE);N/A;N/A;0;N/A;N/A;N/A;1352;False;
DGD;18907;Digix DAO;DGD;DGD;;Digix DAO (DGD);N/A;N/A;0;N/A;N/A;N/A;503;False;
XAI*;191228;AICoin;XAI*;XAI*;;AICoin (XAI*);N/A;N/A;0;N/A;N/A;N/A;1380;False;
ADST;194530;Adshares;ADST;ADST;;Adshares (ADST);N/A;N/A;0;N/A;N/A;N/A;1383;False;
CAT;194567;BlockCAT;CAT;CAT;;BlockCAT (CAT);N/A;N/A;0;N/A;N/A;N/A;1384;False;
BITSD;198251;Bits Digit;BITSD;BITSD;;Bits Digit (BITSD);N/A;N/A;0;N/A;N/A;N/A;1398;False;
HIRE;198458;HireMatch;HIRE;HIRE;;HireMatch (HIRE);N/A;N/A;0;N/A;N/A;N/A;1402;False;
REAL;198490;REAL;REAL;REAL;;REAL (REAL);N/A;N/A;0;N/A;N/A;N/A;1404;False;
ATOM*;199107;Cosmos;ATOM*;ATOM*;;Cosmos (ATOM*);PoS;N/A;0;N/A;N/A;N/A;1414;False;
MANA;199148;Decentraland;MANA;MANA;;Decentraland (MANA);N/A;N/A;0;N/A;N/A;N/A;1415;False;
TME;199887;Timereum;TME;TME;;Timereum (TME);N/A;N/A;0;N/A;N/A;N/A;1417;False;
GBT;20214;GameBetCoin;GBT;GBT;;GameBetCoin (GBT);POS 3.0;PoS;0;N/A;N/A;N/A;518;False;
SAR;20215;SARCoin;SAR;SAR;;SARCoin (SAR);SHA256;PoS;0;N/A;N/A;N/A;519;False;
DGT;202696;DigiPulse;DGT;DGT;;DigiPulse (DGT);N/A;N/A;0;N/A;N/A;N/A;1426;False;
PRM;20304;PrismChain;PRM;PRM;;PrismChain (PRM);SHA256;PoW/PoS;0;N/A;N/A;N/A;523;False;
TCR;20441;Thecreed;TCR;TCR;;Thecreed (TCR);QuBit;Pow/PoS;0;N/A;N/A;N/A;536;False;
NUM;20583;NumbersCoin;NUM;NUM;;NumbersCoin (NUM);Scrypt;PoW/PoS;0;N/A;N/A;N/A;541;False;
GROW;20600;GrownCoin;GROW;GROW;;GrownCoin (GROW);N/A;PoW/PoS;0;N/A;N/A;N/A;544;False;
AUT;206001;Autoria;AUT;AUT;;Autoria (AUT);N/A;N/A;0;N/A;N/A;N/A;1437;False;
CTT;206009;CodeTract;CTT;CTT;;CodeTract (CTT);N/A;N/A;0;N/A;N/A;N/A;1438;False;
OLDSF;20640;OldSafeCoin;OLDSF;OLDSF;;OldSafeCoin (OLDSF);N/A;PoS;0;N/A;N/A;N/A;546;False;
NETC;20647;NetworkCoin;NETC;NETC;;NetworkCoin (NETC);X13;PoW/PoS;0;N/A;N/A;N/A;548;False;
SLS;20681;SaluS;SLS;SLS;;SaluS (SLS);Scrypt;PoW/PoS;0;N/A;N/A;N/A;557;False;
CUBE;20688;DigiCube;CUBE;CUBE;;DigiCube (CUBE);N/A;PoS;0;N/A;N/A;N/A;559;False;
COIN;20714;Coin;COIN;COIN;;Coin (COIN);SHA256;PoW;0;N/A;N/A;N/A;561;False;
APC;20722;AlpaCoin;APC;APC;;AlpaCoin (APC);N/A;PoW;0;N/A;N/A;N/A;563;False;
ICOS;207775;ICOBox;ICOS;ICOS;;ICOBox (ICOS);N/A;N/A;0;N/A;N/A;N/A;1490;False;
